"LICENCE
REF","LICENCE
TYPE",ISSUE DATE,"EXPIRY
DATE","PLATE
NO",make,vrm,FUEL TYPE,"DATE VEHICLE
REGISTERED","LICENSED
TO CARRY","WHEELCHAIR
ACCESSIBLE","TAILGATE
LIFT",EXECUTIVE,page
178171,"PRIVATE
HIRE",26/02/2024,25/09/2024,4934,"RENAULT MEGANE
ICONIC DCI",MP19 VSO,DIESEL,31/07/2019,4,NO,NO,,48
178169,"PRIVATE
HIRE",05/03/2024,04/09/2024,4935,"TOYOTA PRIUS
HYBRID",MX20 MUC,PETROL,01/05/2020,4,NO,NO,,48
178238,"PRIVATE
HIRE",22/02/2024,21/08/2024,4936,"TOYOTA PROACE
VERSO FAMILY L1 D-4D
A",GX20 ZDR,DIESEL,02/03/2020,7,NO,NO,,48
178389,"PRIVATE
HIRE",14/03/2024,13/09/2024,4937,"TOYOTA COROLLA
ICON TECH",BF69 WNX,HYBRID,11/09/2019,4,NO,NO,,48
178170,"PRIVATE
HIRE",06/03/2024,05/09/2024,4938,"TOYOTA COROLLA
ICON HEV CVT",MJ23 HHG,HYBRID,28/03/2023,4,NO,NO,YES,48
178374,"PRIVATE
HIRE",07/03/2024,06/09/2024,4939,"HYUNDAI SANTA FE
ULTIMATE HEV AUTO",PL73 RVX,HYBRID,27/02/2024,6,NO,NO,,48
178415,"PRIVATE
HIRE",04/03/2024,03/09/2024,4940,"TOYOTA COROLLA
ICON HEV CVT",PG73 BUH,HYBRID,16/02/2024,4,NO,NO,,48
178355,"PRIVATE
HIRE",07/03/2024,06/09/2024,4941,"TOYOTA COROLLA
ICON TECH",YG70 XSU,HYBRID,25/09/2020,4,NO,NO,,48
178463,"PRIVATE
HIRE",06/03/2024,05/09/2024,4942,"TOYOTA COROLLA
ICON TECH HEV CVT",FV70 PLO,HYBRID,29/01/2021,4,NO,NO,,48
178433,"PRIVATE
HIRE",13/03/2024,12/09/2024,4943,"RENAULT MEGANE
EXPRESSION + DCI",MW18 XRY,DIESEL,17/07/2018,4,NO,NO,,48
178466,"PRIVATE
HIRE",04/03/2024,03/09/2024,4944,"RENAULT MEGANE
ICONIC DCI",MM19 XZG,DIESEL,10/05/2019,4,NO,NO,,48
178386,"PRIVATE
HIRE",05/03/2024,04/09/2024,4945,"SKODA KODIAQ SE
TECHNOLOGY",CX19 FCN,DIESEL,08/03/2019,6,NO,NO,,48
178217,"PRIVATE
HIRE",11/03/2024,10/09/2024,4946,"TOYOTA C-HR ICON
HEV CVT",YX70 XZT,PETROL,28/09/2020,4,NO,NO,,48
178524,"PRIVATE
HIRE",12/03/2024,11/09/2024,4947,"RENAULT MEGANE
EXPRESSION",MJ18 WVD,DIESEL,24/07/2018,4,NO,NO,,48
178543,"PRIVATE
HIRE",13/03/2024,12/09/2024,4948,"MERCEDES-BENZ E
300",CX69 HBG,ELECTRIC,02/09/2019,4,NO,NO,,48
178490,"PRIVATE
HIRE",22/03/2024,21/09/2024,4949,"MERCEDES-BENZ V
250",BO55 XEC,DIESEL,07/04/2017,7,YES,YES,YES,48
178740,"PRIVATE
HIRE",27/03/2024,26/09/2024,4950,"TOYOTA COROLLA
ICON",FR08 ANK,HYBRID,30/07/2019,4,NO,NO,,48
178741,"PRIVATE
HIRE",20/03/2024,19/09/2024,4951,"SEAT ALHAMBRA
XCELLENCE",KM19 UTE,DIESEL,03/04/2019,6,NO,NO,,48
178602,"PRIVATE
HIRE",19/03/2024,18/09/2024,4952,MERCEDES BENZ VITO,KN70 SXG,DIESEL,10/09/2020,8,NO,NO,,48
178650,"PRIVATE
HIRE",27/03/2024,26/09/2024,4954,SKODA OCTAVIA VRS,BW19 JVO,DIESEL,13/05/2019,4,NO,NO,,48
"LICENCE
REF","LICENCE
TYPE",ISSUE DATE,"EXPIRY
DATE","PLATE
NO",VEHICLE TYPE,REG,FUEL TYPE,"DATE VEHICLE
REGISTERED","LICENSED
TO CARRY","WHEELCHAIR
ACCESSIBLE","TAILGATE
LIFT",EXECUTIVE,49
178853,"PRIVATE
HIRE",02/04/2024,01/10/2024,4955,"AUDI A6 SPORT 50
TFSI E QUATTRO S-A",G21 BOS,HYBRID,21/12/2020,4,NO,NO,YES,49
178857,"PRIVATE
HIRE",09/04/2024,08/10/2024,4956,KIA NIRO 2 S-A,CV20 NYR,HYBRID,13/07/2020,4,NO,NO,,49
178906,"PRIVATE
HIRE",04/04/2024,03/10/2024,4957,AUDI A6 S LINE,VU20 CZL,DIESEL,02/03/2020,4,NO,NO,,49
178952,"PRIVATE
HIRE",05/04/2024,04/10/2024,4958,TOYOTA PRIUS EXCEL,GY20 OLW,HYBRID,16/07/2020,4,NO,NO,,49
178849,"PRIVATE
HIRE",12/04/2024,11/10/2024,4959,"TOYOTA C-HR ICON
HEV CVT",FM21 UVT,HYBRID,26/07/2021,4,NO,NO,,49
179052,"PRIVATE
HIRE",10/04/2024,09/10/2024,4960,"SKODA SUPERB SE L
TDI S-A",DE70 LPP,DIESEL,08/10/2020,4,NO,NO,,49
179081,"PRIVATE
HIRE",09/04/2024,08/10/2024,4961,"RENAULT MEGANE
PLAY",ME19 OOW,DIESEL,08/08/2019,4,NO,NO,,49
179090,"PRIVATE
HIRE",10/04/2024,09/10/2024,4962,"FORD MONDEO ZETEC
EDITION ECOBLUE A",MX20 RLZ,DIESEL,05/03/2020,4,NO,NO,,49
179148,"PRIVATE
HIRE",11/04/2024,10/10/2024,4963,"TOYOTA COROLLA
DESIGN VVT-I HEV CVT",YD69 XBA,HYBRID,16/09/2019,4,NO,NO,,49
179080,"PRIVATE
HIRE",17/04/2024,16/10/2024,4964,KIA NIRO 3,ML70 MLN,HYBRID,13/10/2020,4,NO,NO,,49
179091,"PRIVATE
HIRE",17/04/2024,16/10/2024,4967,"SKODA OCTAVIA SE
TECHNOLOGY TDI S-A",BJ19 VSO,DIESEL,16/05/2019,4,NO,NO,,49
